Customer ID,Churn Category
0641-EVBOJ,5
2639-UGMAZ,0
2982-VPSGI,0
0234-TEVTT,0
6765-MBQNU,0
9397-TZSHA,0
3926-YZVVX,0
8265-HKSOW,0
6469-MRVET,0
8096-LOIST,0
3640-JQGJG,0
3094-JOJAI,0
3754-DXMRT,0
9357-UJRUN,3
9278-VZKCD,2
7586-ZATGZ,0
5828-AVIPD,0
9479-HYNYL,2
2225-ZRGSG,0
0396-UKGAI,5
7065-YUNRY,0
4658-HCOHW,0
7131-ZQZNK,0
0956-ACVZC,0
2865-TCHJW,0
8853-TZDGH,0
9258-CNWAC,0
3776-EKTKM,0
7114-AEOZE,0
1282-IHQAC,5
1754-GKYPY,0
9103-CXVOK,2
2585-KTFRE,0
2608-BHKFN,0
7634-WSWDB,0
3957-HHLMR,0
6891-JPYFF,0
3530-VWVGU,1
6199-IWKGC,3
0468-YRPXN,0
7245-JMTTQ,0
2884-GBPFB,1
7695-PKLCZ,0
7156-MXBJE,4
5385-SUIRI,0
6711-FLDFB,0
9093-FPDLG,0
5730-DBDSI,0
8565-WUXZU,0
0093-EXYQL,0
4291-YZODP,3
0567-GGCAC,2
9866-OCCKE,0
1069-QJOEE,0
0042-JVWOJ,0
5233-GEEAX,1
0617-AQNWT,0
1264-BYWMS,3
0769-MURVM,0
3457-PQBYH,4
2115-BFTIW,2
5736-YEJAX,0
7394-FKDNK,3
0607-MVMGC,0
4083-EUGRJ,0
0397-GZBBC,1
5493-SDRDQ,0
0818-OCPZO,0
8931-GJJIQ,0
5600-KTXFM,0
7614-QVWQL,4
0318-QUUOB,0
7248-VZQLC,1
3523-QRQLL,0
0356-OBMAC,0
5020-ZSTTY,0
7786-WBJYI,0
6733-LRIZX,0
1024-GUALD,0
7089-XXAYG,0
3262-EIDHV,0
4059-IIEBK,0
8809-RIHDD,0
7167-PCEYD,0
2535-PBCGC,0
4988-IQIGL,0
9804-ICWBG,0
9481-IEBZY,0
2465-BLLEU,0
1228-ZLNBX,0
5778-BVOFB,3
6543-CPZMK,0
6633-SYEUS,0
7767-UXAGJ,0
1142-WACZW,0
1268-ASBGA,0
7580-UGXNC,0
2273-QCKXA,0
0229-LFJAF,0
4274-DRSQT,0
0743-HNPFG,0
2788-CJQAQ,0
1599-EAHXY,1
0750-EKNGL,0
6474-FVJLC,0
1960-UOTYM,0
2839-RFSQE,0
4464-JCOLN,0
2676-SSLTO,0
9121-PHQSR,0
9968-FFVVH,0
0496-AHOOK,1
2403-BCASL,1
5762-TJXGK,0
8050-XGRVL,0
6365-HITVU,4
6713-OKOMC,0
0859-YGKFW,0
4632-XJMEX,1
3125-RAHBV,5
9851-QXEEQ,0
7552-KEYGT,0
9581-GVBXT,0
3733-UOCWF,0
4585-HETAI,0
5480-TBGPH,5
4304-XUMGI,1
9958-MEKUC,0
2256-YLYLP,0
3714-XPXBW,0
2607-DHDAK,3
6161-UUUTA,0
4716-HHKQH,0
2907-ILJBN,0
6894-LFHLY,1
9143-CANJF,4
5309-TAIKL,0
6478-HRRCZ,0
9495-SKLKD,0
6303-KFWSL,0
9469-WEJBT,0
0269-XFESX,0
0023-HGHWL,2
7481-ATQQS,0
4560-WQAQW,0
1415-YFWLT,0
4385-ZKVNW,0
7850-VWJUU,0
7927-AUXBZ,0
7993-NQLJE,1
7813-TKCVO,4
3243-ZHOHY,2
3391-JSQEW,0
8029-XYPWT,0
9818-XQCUV,0
1493-AMTIE,0
1352-HNSAW,0
2933-XEUJM,0
7814-LEEVE,0
0604-THJFP,0
8800-ZKRFW,0
5201-CBWYG,0
4032-RMHCI,0
3014-WJKSM,1
3765-JXVKY,0
4135-FRWKJ,0
4859-ZSRDZ,0
0122-OAHPZ,0
6311-UEUME,0
1915-IOFGU,0
7278-CKDNC,1
8741-LQOBK,0
2885-HIJDH,0
8780-IXSTS,3
6265-FRMTQ,0
9633-DENPU,3
5804-JMYIO,0
7665-TOALD,1
6848-YLDFR,0
1206-EHBDD,0
4029-HPFVY,0
2266-SJNAT,0
5242-UOWHD,0
7101-HRBLJ,4
3721-CNZHX,3
4391-LNRXK,0
8033-VCZGH,0
3269-ATYWD,3
1895-QTKDO,0
0137-OCGAB,0
9391-DXGGG,0
1174-FGIFN,0
7396-VJUZB,0
3768-NLUBH,3
3570-YUEKJ,0
6075-SLNIL,0
0330-IVZHA,4
7928-VJYAB,1
2619-WFQWU,0
4994-OBRSZ,0
4973-MGTON,0
3746-EUBYR,0
0002-ORFBO,1
8749-JMNKX,0
6892-BOGQE,0
3621-CHYVB,0
4654-ULTTN,0
8663-UPDGF,1
0305-SQECB,0
5898-IGSLP,0
3393-FMZPV,0
2338-BQEZT,1
8124-NZVGJ,0
4452-ROHMO,1
7047-FWEYA,3
4846-WHAFZ,0
1563-IWQEX,3
8466-PZBLH,0
4176-RELJR,0
6513-EECDB,0
8747-UDCOI,0
9708-HPXWZ,0
3648-GZPHF,0
4277-UDIEF,0
4767-HZZHQ,0
0564-JJHGS,0
1596-OQSPS,0
5231-FIQPA,0
0562-FGDCR,1
3050-RLLXC,0
4381-MHQDC,0
2207-OBZNX,0
1125-SNVCK,3
1091-SOZGA,0
2817-NTQDO,0
9800-OUIGR,0
8015-IHCGW,2
3898-GUYTS,0
5583-EJXRD,4
4023-RTIQM,0
5748-RNCJT,0
2480-SQIOB,0
1866-NXPSP,1
3992-YWPKO,0
1898-JSNDC,2
8292-FRFZQ,0
2959-FENLU,2
9513-DXHDA,0
5357-TZHPP,0
0013-SMEOE,0
1862-SKORY,1
7028-DVOIQ,0
5696-QURRL,0
1746-TGTWV,1
1116-DXXDF,5
2833-SLKDQ,0
0266-GMEAO,0
0480-BIXDE,3
4640-UHDOS,0
0810-BDHAW,0
6166-ILMNY,4
1227-UDMZR,0
1904-WAJAA,2
8058-INTPH,0
3211-AAPKX,1
3070-BDOQC,5
9026-RNUJS,5
6300-BWMJX,0
1925-TIBLE,0
0080-OROZO,0
2999-AANRQ,0
9711-FJTBX,0
9430-FRQOC,1
3583-EKAPL,1
1422-DGUBX,2
4686-UXDML,0
0463-WZZKO,0
2806-MLNTI,1
0280-XJGEX,0
3656-TKRVZ,0
4390-KYULV,0
1641-BYBTK,3
9728-FTTVZ,0
9114-VEPUF,0
6108-OQZDQ,3
7516-GMHUV,0
2446-ZKVAF,0
9774-NRNAU,0
2037-XJFUP,0
9927-DSWDF,1
5845-BZZIB,0
4952-YSOGZ,0
5879-SESNB,0
1047-NNCBF,2
4808-YNLEU,1
8819-ZBYNA,0
2509-TFPJU,0
7883-ROJOC,1
5447-WZAFP,0
5510-BOIUJ,0
4726-DLWQN,0
4067-HLYQI,0
5271-YNWVR,0
0988-JRWWP,0
7293-LSCDV,0
3635-JBPSG,0
4450-YOOHP,1
6502-KUGLL,2
1264-FUHCX,0
3410-MHHUM,0
9692-TUSXH,0
6916-HIJSE,0
6349-JDHQP,1
7361-YPXFS,0
4393-GEADV,0
2675-DHUTR,0
0562-KBDVM,0
4573-JKNAE,0
8882-TLVRW,0
4671-VJLCL,2
3001-CBHLQ,3
6439-LAJXL,0
0374-IOEGQ,0
5998-VVEJY,3
6585-WCEWR,1
6352-TWCAU,0
6139-ZZRBQ,0
1965-DDBWU,0
1757-TCATG,0
2716-GFZOR,0
0259-GBZSH,5
8041-TMEID,0
4656-CAURT,0
7217-JYHOQ,1
3506-OVLKD,0
9474-PHLYD,0
8755-OGKNA,1
0621-TSSMU,0
7359-WWYJV,1
8514-VZHEB,1
9833-TGFHX,0
3026-ATZYV,0
7881-EVUAD,5
4566-QVRRW,1
6032-IGALN,0
2933-FILNV,0
0471-ARVMX,0
0644-OQMDK,0
3583-KRKMD,0
6016-NXBNJ,0
8619-IJNDK,0
5160-UXJED,3
5766-FTRTS,0
4323-SADQS,0
1042-HFUCW,3
6211-WHMYA,0
7921-BEPCI,2
8361-LBRDI,1
6356-ELRKD,0
8970-ANWXO,0
8590-OHDIW,0
0991-BRRFB,0
4647-XXZAM,0
1456-TWCGB,0
9570-KYEUA,0
9347-AERRL,3
1658-BYGOY,0
2533-TIBIX,0
2249-YPRNG,0
3893-JRNFS,0
5449-FIBXJ,0
0975-VOOVL,3
2226-ICFDO,0
1226-IENZN,0
5458-CQJTA,0
9367-WXLCH,0
9102-OXKFY,1
7590-VHVEG,2
0196-JTUQI,1
6583-QGCSI,1
3689-MOZGR,3
8325-QRPZR,0
4080-OGPJL,0
0315-LVCRK,0
5575-TPIZQ,0
9348-YVOMK,0
1852-QSWCD,0
6839-ITVZJ,0
3126-WQMGH,3
3617-XLSGQ,0
3669-LVWZB,0
6286-ZHAOK,4
5729-KLZAR,0
4534-WGCIR,0
1089-HDMKP,0
2842-JTCCU,1
1455-ESIQH,0
8221-EQDGL,0
5167-GBFRE,0
5186-SAMNZ,3
3253-HKOKL,0
3038-PQIUY,0
1357-BIJKI,0
0011-IGKFF,0
1629-DQQVB,2
7382-DFJTU,0
2676-ISHSF,1
0357-NVCRI,0
1471-GIQKQ,0
8212-DJRCH,1
2821-WARNZ,0
0268-QKIWO,4
0215-BQKGS,3
4322-RCYMT,0
3018-TFTSU,0
1064-FBXNK,0
0909-SELIE,3
6447-EGDIV,0
0757-WCUUZ,0
1291-CUOCY,0
4430-UZIPO,2
2775-SEFEE,1
3892-NXAZG,1
6656-JWRQX,0
3050-GBUSH,0
8224-UAXBZ,0
2393-DIVAI,0
4840-ORQXB,0
9470-YFUYI,0
1093-YSWCA,2
4026-SKKHW,1
2737-YNGYW,0
5110-CHOPY,0
2137-DQMEV,0
1432-FPAXX,0
1722-LDZJS,0
8400-WZICQ,0
5956-VKDTT,0
1640-PLFMP,0
3317-HRTNN,0
9026-LHEVG,0
4583-PARNH,0
0871-OPBXW,1
2229-DPMBI,0
3134-DSHVC,5
7244-KXYZN,0
2070-XYMFH,0
8593-WHYHV,5
0635-WKOLD,2
8095-WANWK,0
0017-IUDMW,0
5383-MMTWC,0
8690-UPCZI,0
8414-MYSHR,5
5879-HMFFH,0
6267-DCFFZ,0
6691-CCIHA,0
5055-BRMNE,3
9878-TNQGW,0
0224-RLWWD,0
3214-IYUUQ,0
4184-VODJZ,0
1241-EZFMJ,1
1790-NESIO,5
5186-EJEGL,0
5067-XJQFU,0
1213-NGCUN,0
8634-CILSZ,0
3472-QPRCH,0
2761-OCIAX,0
2180-DXNEG,0
7956-XQWGU,0
1809-DMJHQ,0
0343-QLUZP,0
6086-ESGRL,4
2108-XWMPY,2
8221-HVAYI,3
2905-KFQUV,1
0840-DFEZH,0
4054-CUMIA,0
6715-OFDBP,0
3411-WLRSQ,1
9494-MRNYX,0
4116-IQRFR,0
9710-ZUSHQ,5
3097-NNSPB,0
5626-MGTUK,0
1136-XGEQU,0
8066-POXGX,0
5174-ITUMV,4
6586-MYGKD,0
2361-FJWNO,0
7198-GLXTC,0
2294-SALNE,0
0107-YHINA,0
1110-KYLGQ,0
6878-GGDWG,1
5317-FLPJF,0
9659-QEQSY,0
5018-HEKFO,1
0023-UYUPN,4
6128-CZOMY,0
2995-YWTCD,0
0895-UADGO,0
1564-HJUVY,0
3043-TYBNO,1
2452-KDRRH,0
3900-AQPHZ,0
3161-GETRM,0
5915-DGNVC,0
6993-YCOBK,3
4137-BTIKL,0
9524-EGPJC,0
7537-RBWEA,0
0584-BJQGZ,1
4697-LUPSU,0
7208-PSIHR,0
0459-SPZHJ,0
3239-TPHPZ,0
9058-CBREO,0
3372-CDXFJ,0
6992-TKNYO,0
6614-VBEGU,0
6048-UWKAL,0
0723-DRCLG,0
7601-DHFWZ,0
1131-SUEKT,0
4291-SHSBH,0
8040-MNRTF,2
4132-KALRO,0
1053-MXTTK,2
1407-DIGZV,0
9531-NSBMR,0
5883-GTGVD,0
7924-GJZFI,0
9681-OXGVC,0
3352-ALMCK,0
6692-YQHXC,0
6353-BRMMA,5
4282-YMKNA,3
6651-AZVTJ,0
7789-CRUVC,0
7330-WZLNC,0
7295-JOMMD,0
9173-IVZVP,0
2120-SMPEX,2
0516-VRYBW,5
2126-GSEGL,0
5590-ZSKRV,4
2674-MLXMN,4
1137-DGOWI,0
3985-HOYPM,0
7148-XZPHA,0
7995-ZHHNZ,0
0557-ASKVU,0
5939-XAIXZ,0
7647-GYYKX,0
3550-SAHFP,0
1096-ADRUX,0
9239-ZBZZV,0
3646-ITDGM,0
0377-JBKKT,0
1298-PHBTI,0
1245-HARPS,2
2378-YIZKA,0
2428-HYUNX,0
1389-WNUIB,0
8705-DWKTI,0
1557-EMYVT,0
2189-WWOEW,0
5271-DBYSJ,1
4301-VVZKA,0
7812-FZHPE,0
2091-GPPIQ,0
9837-BMCLM,0
2155-AMQRX,0
8992-CEUEN,2
4355-CVPVS,3
8212-CRQXP,0
0749-IRGQE,3
1666-JXLKU,0
5480-XTFFL,2
2519-FAKOD,0
0260-ZDLGK,0
0708-LGSMF,4
6968-MHOMU,1
5295-PCJOO,3
7941-RCJOW,5
3466-WAESX,0
9412-ARGBX,0
9661-JALZV,0
0134-XWXCE,0
5133-POWUA,5
9172-ANCRX,0
0139-IVFJG,0
6341-JVQGF,0
1502-XFCVR,0
5485-WUYWF,0
9283-LZQOH,0
0282-NVSJS,3
7029-IJEJK,0
3374-TTZTK,0
3920-HIHMQ,3
6338-AVWCY,0
0872-NXJYS,0
2250-IVBWA,0
9537-VHDTA,0
3620-MWJNE,0
3132-TVFDZ,0
7976-CICYS,0
8884-FEEWR,4
1950-KSVVJ,3
7743-EXURX,5
9938-PRCVK,0
3097-FQTVJ,0
1530-ZTDOZ,0
6259-WJQLC,0
0481-SUMCB,0
6599-CEBNN,0
7112-OPOTK,0
5567-WSELE,0
5566-SOEZD,0
6968-URWQU,0
3566-CAAYU,0
5759-RCVCB,0
6941-PMGEP,0
2688-BHGOG,0
3794-NFNCH,0
7562-GSUHK,0
3482-ABPKK,2
4430-YHXGG,5
5875-YPQFJ,0
4396-KLSEH,0
1839-UMACK,0
8499-BRXTD,1
0244-LGNFY,0
6234-RAAPL,0
0345-XMMUG,0
0440-UEDAI,0
0674-GCDXG,4
2690-DVRVK,1
2233-FAGXV,0
7684-XSZIY,0
4459-BBGHE,0
2034-GDRCN,0
7951-QKZPL,0
6614-YOLAC,0
4826-XTSOH,0
1428-IEDPR,0
3642-BYHDO,0
2359-QWQUL,0
0531-XBKMM,0
3298-QEICA,0
5970-GHJAW,0
6738-ISCBM,0
2143-LJULT,2
3521-SYVOR,0
5380-AFSSK,0
4187-CINZD,0
8543-MSDMF,0
0325-XBFAC,0
0019-GFNTW,2
7861-UVUFT,2
6728-VOIFY,5
2257-BOVXD,4
0536-ACXIP,0
3946-MHCZW,0
6586-PSJOX,0
9631-RXVJM,0
7181-OQCUT,1
8016-NCFVO,0
5774-QPLTF,1
9661-ACXBS,5
7018-WBJNK,0
8189-XRIKE,0
9555-SAHUZ,0
1304-SEGFY,0
6439-PKTRR,0
3982-JGSFD,5
1752-OZXFY,2
2674-MIAHT,1
1732-VHUBQ,0
8138-EALND,0
0824-VWDPO,0
2144-BFDSO,1
6229-LSCKB,0
9881-VCZEP,0
7328-OWMOM,0
0058-EVZWM,0
7661-CPURM,0
8544-JNBOX,0
7663-ZTEGJ,0
2138-VFAPZ,0
9693-XMUOB,1
3882-IYOIJ,0
7515-LODFU,0
1334-FJSVR,0
7668-XCFYV,1
5876-HZVZM,0
3194-ORPIK,0
0621-CXBKL,5
8044-BGWPI,1
0575-CUQOV,0
2911-UREFD,5
2710-WYVXG,0
5451-YHYPW,0
5442-PPTJY,3
6986-IXNDM,2
1696-HXOWK,0
5868-CZJDR,0
4918-QLLIW,0
3680-CTHUH,1
8008-OTEZX,1
1062-LHZOD,0
5429-LWCMV,3
3280-NMUVX,0
4749-OJKQU,0
8165-CBKXO,0
7279-NMVJC,0
3498-LZGQZ,0
3082-VQXNH,0
6985-HAYWX,0
5167-ZFFMM,0
8915-NNTRC,1
5539-HIVAK,4
7890-VYYWG,3
9402-ORRAH,1
1763-WQFUK,0
2007-QVGAW,4
5006-MXVRN,0
3976-HXHCE,0
9470-RTWDV,0
4098-NAUKP,1
5446-DKWYW,0
3315-TOTBP,0
7654-YWJUF,0
4210-QFJMF,0
6185-TASNN,0
3763-GCZHZ,0
5318-YKDPV,3
8226-BXGES,0
6862-CQUMB,3
0311-UNPFF,1
9057-MSWCO,0
3174-AKMAS,4
2178-PMGCJ,0
7422-WNBTY,0
4979-HPRFL,4
9052-VKDUW,3
2862-PFNIK,0
1436-ZMJAN,0
2122-YWVYA,0
6650-VJONK,3
2303-PJYHN,0
5616-PRTNT,0
6296-DDOOR,0
1794-SWWKL,0
4633-MKHYU,0
8421-WZOOW,4
1525-LNLOJ,0
7530-HDYDS,4
2150-UWTFY,0
9885-MFVSU,0
0224-NIJLP,0
5135-RDDQL,0
3258-SANFR,0
3223-WZWJM,0
6646-QVXLR,0
0708-SJDIS,0
4957-SREEC,0
8896-BQTTI,0
1834-WULEG,0
4349-GFQHK,0
1644-IRKSF,1
0411-EZJZE,0
7665-NKLAV,0
7967-HYCDE,0
1170-SASML,0
0536-BGFMZ,0
7426-RHZGU,0
0412-UCCNP,0
9560-ARGQJ,0
9631-XEYKE,1
3572-UOLYZ,0
2004-OCQXK,0
4361-JEIVL,1
5003-OKNNK,0
7284-ZZLOH,0
5945-AZYHT,0
6179-GJPSO,0
2683-BPJSO,0
9101-BWFSS,4
7442-YGZFK,4
5339-TJFEK,0
5117-IFGPS,1
5196-SGOAK,0
0186-CAERR,2
9367-OIUXP,0
0479-HMSWA,1
1657-DYMBM,1
8348-HFYIV,0
9137-NOQKA,0
3086-RUCRN,0
8387-UGUSU,0
4819-HJPIW,0
8622-ZLFKO,0
3955-JBZZM,0
5148-HKFIR,0
4678-DVQEO,0
5003-XZWWO,0
4482-FTFFX,0
4712-AUQZO,1
5014-WUQMG,2
8132-YPVBX,1
9725-SCPZG,2
3494-JCHRQ,0
9399-APLBT,0
7860-KSUGX,0
0187-WZNAB,0
5044-XDPYX,0
7568-PODML,0
6050-IJRHS,0
5014-GSOUQ,0
2433-KMEAS,1
3727-OVPRY,0
1098-KFQEC,0
3259-QMXUN,0
8468-FZTOE,5
5494-HECPR,0
6727-IOTLZ,0
4537-CIBHB,0
6507-ZJSUR,0
6797-LNAQX,0
1453-RZFON,0
6734-JDTTV,2
4614-NUVZD,2
0771-CHWSK,0
7596-LDUXP,1
2520-SGTTA,0
6386-SZZKH,0
2656-FMOKZ,1
6650-BWFRT,0
7596-IIWYC,1
6804-GDMOI,0
3567-PQTSO,0
2682-KEVRP,0
5673-TIYIB,0
6897-UUBNU,1
0420-BWTPW,0
9465-RWMXL,0
1089-XZWHH,0
7577-SWIFR,0
6711-VTNRE,1
3373-DIUUN,0
3910-MRQOY,0
4690-PKDQG,0
3170-NMYVV,1
8165-ZJRNM,4
1325-USMEC,0
6235-VDHOM,1
7319-VENRZ,0
4660-IRIBM,0
7277-OZCGZ,0
1465-VINDH,0
3099-OONVS,3
4657-FWVFY,4
5193-QLVZB,0
5949-EBSQK,0
6538-POCHL,0
3441-CGZJH,2
7908-QCBCA,1
3748-FVMZZ,5
3030-YZADT,0
3339-EAQNV,0
6050-FFXES,2
7398-LXGYX,1
0440-MOGPM,0
1850-AKQEP,0
2325-WINES,0
9135-MGVPY,0
0361-HJRDX,0
3594-IVHJZ,0
8168-UQWWF,0
6128-AQBMT,3
7209-JCUDS,0
3757-NJYBX,0
4378-MYPGO,1
7351-MHQVU,4
6195-MELTI,2
5281-BUZGT,1
9540-JYROE,1
7639-SUPCW,0
4238-HFHSN,0
6227-FBDXH,0
5997-OPVFA,0
4983-CLMLV,0
2533-QVMSK,0
2890-WFBHU,0
4616-EWBNJ,0
9254-RBFON,0
8938-UMKPI,0
1299-AURJA,0
2568-BRGYX,0
0707-HOVVN,0
2188-SXWVT,0
5902-WBLSE,0
5133-VRSAB,0
4927-WWOOZ,1
8062-YBDOE,0
5934-TSSAU,0
8218-FFJDS,0
8474-UMLNT,0
3627-FHKBK,0
5827-MWCZK,0
4061-UKJWL,1
9643-YBLUR,1
1371-WEPDS,0
4137-JOPHL,0
8268-YDIXR,0
5940-AHUHD,0
2096-XOTMO,5
7905-NJMXS,0
8388-FYNPZ,1
5828-DWPIL,0
4501-UYKBC,0
7108-DGVUU,0
6579-JPICP,4
7950-XWOVN,0
5795-KTGUD,1
1023-BQXZE,5
0654-PQKDW,0
6461-SZMCV,0
4895-TMWIR,0
8782-LKFPK,1
4723-BEGSG,0
7527-QNRUS,0
6260-XLACS,0
7570-WELNY,0
0513-RBGPE,0
5404-GGUKR,1
0971-QIFJK,0
3795-GWTRD,0
1084-UQCHV,0
2869-ADAWR,1
1769-GRUIK,0
6924-TDGMT,0
8216-AZUUZ,0
8631-NBHFZ,0
3259-KNMRR,0
2325-ZUSFD,0
8709-KRDVL,1
4332-MUOEZ,1
9489-DEDVP,0
7446-SFAOA,0
9691-HKOVS,0
0932-YIXYU,2
7113-HIPFI,0
7549-MYGPK,4
8234-GSZYK,0
3896-ZVNET,0
9769-TSBZE,0
8695-WDYEA,1
3146-MSEGF,1
5656-JAMLX,5
1196-AMORA,0
6328-ZPBGN,0
3721-CNEYS,0
2863-IMQDR,0
4931-TRZWN,0
6598-RFFVI,1
5120-ZBLAI,0
5644-PDMZC,3
7410-YTJIK,0
2027-CWDNU,0
3450-WXOAT,0
8659-IOOPU,5
1241-FPMOF,0
3205-MXZRA,0
5192-EBGOV,0
2187-LZGPL,0
2946-KIQSP,2
0430-IHCDJ,0
4759-TRPLW,0
4280-DLSHD,0
1403-GYAFU,0
3096-WPXBT,0
3317-VLGQT,0
1285-OKIPP,0
2208-UGTGR,0
7269-JISCY,2
9894-QMIMJ,0
6877-LGWXO,0
5846-NEQVZ,0
8429-XIBUM,0
7742-MYPGI,0
6559-RAKOZ,0
4959-JOSRX,0
8620-RJPZN,0
5214-NLTIT,1
2651-ZCBXV,0
0409-WTMPL,1
9046-JBFWA,0
0334-GDDSO,0
8679-LZBMD,0
6394-HHHZM,0
4884-LEVMQ,0
5360-LJCNJ,0
7073-QETQY,0
0761-AETCS,0
0887-WBJVH,0
0594-UFTUL,1
7312-XSBAT,0
3082-YVEKW,0
7969-FFOWG,3
5681-LLOEI,1
3378-AJRAO,0
2887-JPYLU,0
9770-KXGQU,0
9300-RENDD,0
0843-WTBXE,0
8573-JGCZW,1
4317-VTEOA,0
5512-IDZEI,0
6732-VAILE,0
9142-KZXOP,0
9633-XQABV,0
0265-EDXBD,0
9947-OTFQU,1
7190-XHTWJ,0
6199-IPCAO,0
4636-JGAAI,1
4083-BFNYK,0
8455-HIRAQ,0
5522-NYKPB,0
9891-NQDBD,0
7243-LCGGZ,0
4737-HOBAX,1
0603-OLQDC,0
8782-NUUOL,3
3950-VPYJB,1
7876-AEHIG,0
0320-JDNQG,0
6397-JNZZG,0
0336-PIKEI,0
1587-FKLZB,0
7997-EASSD,0
4006-HKYHO,0
8735-SDUFN,0
2626-URJFX,0
6603-QWSPR,0
8879-ZKJOF,0
7272-QDCKA,1
1976-AZZPJ,0
3027-ZTDHO,3
0924-BJCRC,0
5077-DXTCG,0
0181-RITDD,0
0847-HGRML,0
5035-PGZXH,0
2749-CTKAJ,0
0402-CQAJN,2
6942-LBFDP,0
4628-CTTLA,0
1956-YIFGE,0
6103-LIANB,0
9129-UXERG,0
0373-AIVNJ,0
7623-HKYRK,0
9272-LSVYH,0
0533-BNWKF,0
6718-BDGHG,1
7675-OZCZG,0
1902-XBTFB,0
4462-CYWMH,0
5054-IEXZT,0
6885-PKOAM,0
1552-AAGRX,0
9764-REAFF,1
9972-NKTFD,0
6557-BZXLQ,3
2408-WITXK,4
5549-ZGHFB,0
8988-ECPJR,0
6504-VBLFL,0
0923-PNFUB,0
0426-TIRNE,1
7294-TMAOP,0
6696-YDAYZ,0
0277-ORXQS,0
8183-ONMXC,1
1131-QQZEB,0
8714-EUHJO,0
1735-XMJVH,0
5245-VDBUR,0
8108-UXRQN,0
6928-ONTRW,1
0014-BMAQU,1
6549-NNDYT,0
2616-UUTFK,0
0730-BGQGF,2
6576-FBXOJ,0
1991-VOPLL,0
4781-ZXYGU,1
1951-IEYXM,0
5849-ASHZJ,1
2805-EDJPQ,1
1257-SXUXQ,0
7233-IOQNP,0
4350-ZTLPI,0
8937-RDTHP,0
4395-PZMSN,0
7989-AWGEH,0
1335-NTIUC,1
2276-YDAVZ,0
4140-MUHUG,0
4592-IWTJI,4
2012-NWRPA,1
6981-TDRFT,0
2931-SVLTV,0
0699-NDKJM,0
2235-EZAIK,0
1935-IMVBB,0
5650-VDUDS,0
8229-MYEJZ,0
1761-AEZZR,0
5256-SKJGO,4
3798-EPWRR,0
9504-DSHWM,0
5129-JLPIS,0
4316-XCSLJ,1
8039-ACLPL,4
5028-HTLJB,0
3898-BSJYF,0
9133-AYJZG,1
7841-FCRQD,0
5171-EPLKN,0
5461-QKNTN,0
1689-MRZQR,5
5862-BRIXZ,0
5336-UFNZP,0
3778-FOAQW,1
7216-KAOID,0
7130-CTCUS,0
6621-NRZAK,0
4897-QSUYC,0
5515-RUGKN,0
6855-VLGOS,0
8610-WFCJF,0
8399-YNDCH,0
7521-AFHAB,5
4786-UKSNZ,1
2108-GLPQB,0
4475-NVTLU,0
2480-JZOSN,0
9031-ZVQPT,0
2049-BAFNW,0
5073-WXOYN,0
9138-EFSMO,0
5593-SUAOO,0
8894-JVDCV,0
1585-MQSSU,0
3657-COGMW,0
1329-VHWNP,0
1297-VQDRP,0
5294-DMSFH,0
6384-VMJHP,1
9896-UYMIE,0
5696-EXCYS,0
7750-EYXWZ,3
4452-QIIEB,0
2235-DWLJU,1
2817-LVCPP,0
1830-GGFNM,0
6351-SCJKT,0
3859-CVCET,0
5624-RYAMH,0
6366-XIVKZ,0
9445-ZUEQE,0
5208-FVQKB,2
4110-PFEUZ,0
2203-GHNWN,0
6137-MFAJN,1
5701-ZIKJE,3
5345-BMKWB,0
9189-JWSHV,0
1867-BDVFH,0
2656-TABEH,0
1796-JANOW,0
2501-XWWTZ,3
8336-TAVKX,0
7107-UBYKY,0
9054-FOWNV,5
3580-GICBM,2
5232-NXPAY,0
3278-FSIXX,0
6127-IYJOZ,0
2739-CCZMB,0
7470-DYNOE,3
5275-PMFUT,1
0725-CXOTM,0
9574-RKJIF,0
0840-DCNZE,3
0040-HALCW,3
4335-BSMJS,0
0422-UXFAP,3
0742-LAFQK,0
4277-PVRAN,0
6583-KQJLK,0
7996-MHXLW,0
2001-MCUUW,0
8687-BAFGU,0
7994-UYIVZ,1
5533-RJFTJ,0
1612-EOHDH,0
3422-GALYP,0
6873-UDNLD,4
1600-DILPE,0
7821-DPRQE,0
8498-XXGWA,0
2580-ASVVY,0
5296-BFCYD,0
5325-UWTWJ,4
7241-AJHFS,3
7799-DSEWS,0
4937-QPZPO,0
5311-IHLEI,0
8808-ELEHO,1
6119-SPUDB,3
2921-XWDJH,0
3705-RHRFR,0
0228-MAUWC,4
3566-HJGPK,0
6064-PUPMC,1
6651-RLGGM,0
2720-WGKHP,0
9601-BRXPO,0
6284-AHOOQ,0
2826-UWHIS,5
6773-LQTVT,3
4816-LXZYW,1
3144-AUDBS,5
3424-NMNBO,0
7337-CINUD,0
2135-DQWAQ,5
7321-VGNKU,0
2371-KFUOG,0
4530-NDRKU,5
2322-VCZHZ,0
0074-HDKDG,0
4702-HDRKD,4
8720-RQSBJ,2
3070-FNFZQ,0
4871-JTKJF,0
7683-CBDKJ,0
5131-PONJI,0
2748-MYRVK,0
0979-PHULV,0
5294-IMHHT,0
0136-IFMYD,3
2908-WGAXL,0
4112-LUEIZ,0
5671-UUNXD,0
9667-TKTVZ,1
1689-YQBYY,0
2267-WTPYD,0
6035-RIIOM,0
2237-ZFSMY,0
