Customer ID,Gender,Age,Married,Number of Dependents,Zip Code,Satisfaction Score,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
4183-WCSEP,Female,57.0,No,0.0,96117.0,3.0,No,0.0,71.0,Offer A,Yes,2.93,Yes,,Fiber Optic,10.0,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Two Year,Yes,,106.75,7283.25,0.0,0.0,,
4123-DVHPH,Female,42.0,Yes,0.0,95492.0,,Yes,6.0,24.0,None,No,0.0,No,Yes,DSL,27.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,No,Bank Withdrawal,57.6,1367.75,,,0.0,1367.75
8490-BXHEO,,50.0,,0.0,91504.0,,No,0.0,27.0,None,Yes,20.29,,Yes,DSL,21.0,Yes,Yes,No,No,No,,No,,One Year,,Bank Withdrawal,55.45,1477.65,0.0,0.0,547.8299999999999,2025.48
6513-EECDB,Female,,Yes,2.0,92835.0,5.0,Yes,9.0,56.0,None,Yes,29.06,Yes,No,None,0.0,,No,No,No,No,No,No,,Two Year,Yes,Credit Card,24.95,1468.9,0.0,,1627.36,3096.26
3966-HRMZA,Female,20.0,No,0.0,,2.0,No,0.0,48.0,None,Yes,5.19,Yes,,Fiber Optic,,,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Bank Withdrawal,107.4,,0.0,0.0,249.12,5370.42
1575-KRZZE,Male,64.0,No,0.0,91107.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771-OADNZ,Female,35.0,No,0.0,,4.0,No,0.0,18.0,Offer D,Yes,34.12,No,Yes,Fiber Optic,20.0,No,No,,No,,,,,Month-to-Month,Yes,Bank Withdrawal,69.8,1221.65,0.0,0.0,614.16,1835.81
6061-PQHMK,Male,25.0,No,0.0,91789.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200-MNQTF,,,,,92887.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010-DIAUQ,Female,51.0,,0.0,95837.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6982-SSHFK,Female,,Yes,3.0,95555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5327-CNLUQ,Female,37.0,No,,,,No,0.0,8.0,Offer E,Yes,8.73,Yes,Yes,DSL,,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,,573.15,0.0,0.0,69.84,642.99
3723-BFBGR,Male,44.0,Yes,0.0,90058.0,3.0,Yes,1.0,12.0,Offer D,,,No,Yes,Fiber Optic,20.0,No,Yes,No,No,No,Yes,Yes,Yes,,Yes,Credit Card,85.05,999.8,0.0,,535.2,
2626-VEEWG,Male,,No,3.0,,3.0,No,0.0,1.0,None,Yes,11.91,No,No,None,,No,No,No,No,No,No,,No,Month-to-Month,No,Credit Card,19.75,19.75,0.0,0.0,11.91,31.66
0536-BGFMZ,,,,,95663.0,3.0,Yes,9.0,42.0,None,Yes,41.16,Yes,Yes,Fiber Optic,11.0,Yes,No,Yes,No,No,Yes,Yes,,Month-to-Month,,Bank Withdrawal,94.4,4014.6,0.0,0.0,1728.7199999999998,
7311-MQJCH,Female,41.0,,,91761.0,3.0,Yes,8.0,64.0,Offer B,Yes,19.98,No,No,None,0.0,,No,No,No,No,No,No,,Two Year,No,Credit Card,,1208.6,0.0,0.0,1278.72,
4143-OOBWZ,,,,,92069.0,3.0,Yes,,71.0,None,,30.68,Yes,Yes,Cable,18.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,Credit Card,,6223.8,4.6,0.0,2178.28,8397.48
2928-HLDBA,,28.0,Yes,3.0,92321.0,,,,4.0,None,,35.2,Yes,Yes,DSL,52.0,No,Yes,,Yes,No,,No,Yes,Month-to-Month,Yes,,58.5,224.85,0.0,0.0,140.8,365.65
2460-NGXBJ,,,,,92121.0,3.0,,0.0,6.0,Offer E,Yes,47.9,No,Yes,Fiber Optic,6.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,,Bank Withdrawal,95.75,573.75,0.0,0.0,287.4,
0215-BQKGS,Female,58.0,No,,95030.0,2.0,No,0.0,1.0,Offer E,Yes,26.53,No,Yes,DSL,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,,,44.4,0.0,,26.53,70.93
8042-RNLKO,Male,46.0,,0.0,94104.0,3.0,Yes,2.0,72.0,Offer A,Yes,47.82,,Yes,Fiber Optic,21.0,Yes,Yes,Yes,,Yes,Yes,Yes,,Two Year,Yes,Bank Withdrawal,115.55,8425.3,0.0,0.0,,11868.34
1352-HNSAW,,68.0,Yes,0.0,95645.0,4.0,Yes,10.0,70.0,None,Yes,38.5,Yes,Yes,Fiber Optic,25.0,Yes,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.85,6470.1,0.0,0.0,2695.0,9165.1
0015-UOCOJ,Female,29.0,Yes,0.0,90021.0,5.0,Yes,6.0,59.0,None,Yes,31.43,,No,,0.0,No,No,No,No,No,No,No,No,,No,Credit Card,20.35,1267.0,0.0,0.0,1854.37,3121.37
6383-ZTSIW,Female,44.0,No,0.0,92320.0,,,0.0,18.0,Offer D,Yes,18.2,No,No,None,0.0,No,,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,391.7,0.0,0.0,327.6,719.3
9239-ZBZZV,Male,55.0,Yes,2.0,94544.0,,Yes,9.0,62.0,,,11.15,No,No,None,0.0,No,No,No,No,,No,No,No,Two Year,No,Credit Card,20.65,1218.45,0.0,0.0,,1909.75
0929-PECLO,Male,,No,0.0,90262.0,1.0,No,0.0,,None,No,0.0,,Yes,Cable,20.0,No,No,No,No,Yes,Yes,Yes,No,,,Bank Withdrawal,45.4,,0.0,,,438.8
5837-LXSDN,Male,37.0,No,,93638.0,5.0,No,0.0,36.0,None,Yes,12.72,No,,None,,No,No,,No,No,,No,No,One Year,,,20.35,695.85,0.0,,457.92,1153.77
7729-XBTWX,Female,38.0,Yes,0.0,93667.0,3.0,Yes,,72.0,Offer A,Yes,,Yes,,DSL,28.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.4,6096.45,0.0,,378.0,6474.45
8873-GLDMH,,,,,90018.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740-RLMVT,Female,23.0,No,0.0,94511.0,4.0,No,0.0,72.0,Offer A,Yes,23.02,No,,,69.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,73.0,,0.0,0.0,1657.44,
7927-AUXBZ,Female,60.0,Yes,0.0,90720.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6974-DAFLI,Male,59.0,Yes,1.0,91316.0,3.0,Yes,11.0,,None,Yes,42.22,Yes,Yes,Fiber Optic,25.0,,No,Yes,Yes,,No,,Yes,One Year,Yes,Credit Card,91.25,4013.8,25.49,0.0,1815.46,5803.77
4946-EDSEW,Male,32.0,Yes,3.0,,3.0,Yes,3.0,19.0,None,Yes,,,No,None,0.0,No,No,No,No,No,No,,No,Two Year,No,Credit Card,,387.4,0.0,0.0,602.3,989.7
2324-EFHVG,,,,,91352.0,3.0,,0.0,61.0,Offer B,Yes,45.69,Yes,Yes,Fiber Optic,48.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,104.0,6363.45,,0.0,2787.09,
6479-SZPLM,Female,60.0,Yes,0.0,95334.0,4.0,Yes,8.0,72.0,Offer A,Yes,26.98,Yes,No,None,0.0,No,No,No,No,No,No,,No,,Yes,Credit Card,26.0,,0.0,0.0,1942.56,3718.56
2806-MLNTI,Female,28.0,No,0.0,95835.0,1.0,No,0.0,3.0,Offer E,Yes,,No,,Fiber Optic,76.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.4,244.65,0.0,0.0,139.8,384.4500000000001
4647-XXZAM,Male,58.0,Yes,0.0,93553.0,3.0,,10.0,70.0,Offer A,Yes,48.0,Yes,Yes,,13.0,Yes,Yes,Yes,No,Yes,,No,Yes,Two Year,Yes,Credit Card,99.35,6944.5,0.0,0.0,3360.0,10304.5
8840-DQLGN,Female,59.0,Yes,0.0,95316.0,,,1.0,58.0,Offer B,Yes,26.36,Yes,Yes,DSL,8.0,Yes,No,No,Yes,,No,No,No,One Year,Yes,Bank Withdrawal,61.05,,0.0,0.0,1528.88,5007.63
3717-FDJFU,Male,48.0,Yes,,90680.0,4.0,Yes,6.0,67.0,,Yes,,No,No,None,0.0,No,No,No,No,No,No,No,No,,Yes,Credit Card,20.8,1411.9,0.0,0.0,590.94,2002.84
6286-SUUWT,Female,57.0,Yes,0.0,91604.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0807-ZABDG,Male,44.0,Yes,,92840.0,3.0,Yes,7.0,44.0,,Yes,32.22,,No,,0.0,No,No,No,No,No,No,No,No,,No,Bank Withdrawal,24.85,1013.6,0.0,0.0,1417.6799999999998,2431.28
7501-VTYLJ,Male,50.0,No,0.0,92223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7305-ZWMAJ,Female,31.0,Yes,2.0,95758.0,,Yes,7.0,52.0,,Yes,7.99,No,Yes,Fiber Optic,19.0,Yes,,Yes,No,Yes,Yes,Yes,Yes,,No,Bank Withdrawal,100.3,5244.45,0.0,0.0,415.48,5659.93
3679-XASPY,,35.0,Yes,3.0,95962.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5192-EBGOV,Female,22.0,No,1.0,93270.0,,No,0.0,8.0,None,No,0.0,No,Yes,DSL,51.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,,330.8,0.0,0.0,0.0,330.8
7868-BGSZA,Female,66.0,Yes,0.0,,3.0,Yes,,42.0,None,Yes,22.89,Yes,,Fiber Optic,12.0,No,,Yes,,,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.55,3930.6,0.0,0.0,961.38,4891.98
2761-OCIAX,,49.0,No,0.0,92879.0,5.0,No,,19.0,Offer D,Yes,9.55,No,Yes,,6.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,,Credit Card,89.95,1682.4,29.64,0.0,181.45,1834.21
9101-BWFSS,Female,75.0,No,,95838.0,,No,0.0,16.0,None,Yes,,No,Yes,DSL,16.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.4,,0.0,0.0,,1613.1799999999998
3795-CAWEX,Male,40.0,Yes,0.0,95367.0,1.0,Yes,1.0,22.0,Offer D,Yes,,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.1,1873.7,0.0,0.0,356.4,2230.1
3071-MVJCD,Female,42.0,,0.0,95822.0,4.0,No,,56.0,Offer B,Yes,32.88,,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,1051.9,0.0,0.0,1841.28,2893.1800000000003
6857-VWJDT,Female,,,0.0,,3.0,,,24.0,Offer C,Yes,,Yes,,Fiber Optic,,No,No,Yes,No,Yes,No,,Yes,Month-to-Month,Yes,Credit Card,88.95,2072.75,0.0,0.0,1058.16,3130.91
4393-OBCRR,Female,19.0,Yes,,90004.0,2.0,,1.0,3.0,Offer E,,44.46,No,,DSL,51.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,44.3,134.5,0.0,0.0,133.38,267.88
6080-TCMYC,Male,,No,0.0,93940.0,3.0,,0.0,24.0,Offer C,Yes,25.68,Yes,,,6.0,No,,No,No,Yes,,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.65,2404.85,0.0,,,3021.17
5934-RMPOV,Female,61.0,No,0.0,95301.0,5.0,,0.0,67.0,None,,0.0,No,Yes,DSL,11.0,No,No,,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,53.4,3579.15,0.0,0.0,0.0,3579.15
8631-XVRZL,,,,,,3.0,Yes,9.0,18.0,None,Yes,43.69,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.65,471.35,0.0,0.0,786.42,1257.77
0743-HRVFF,Male,41.0,No,0.0,,2.0,No,0.0,1.0,Offer E,,0.0,No,Yes,DSL,6.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,31.35,31.35,0.0,80.0,0.0,111.35
4080-OGPJL,Male,30.0,Yes,2.0,95139.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445-HXXGF,Female,23.0,Yes,0.0,91356.0,5.0,Yes,,29.0,Offer C,Yes,27.72,No,No,None,0.0,No,No,No,,No,,No,No,One Year,No,,20.0,540.05,0.0,,803.88,1343.9299999999998
4603-JANFB,Female,,Yes,1.0,92310.0,,Yes,5.0,2.0,None,Yes,29.03,No,,Fiber Optic,10.0,No,No,,No,No,No,No,Yes,,,Bank Withdrawal,71.65,135.75,0.0,0.0,58.06,193.81
0377-JBKKT,Male,23.0,No,0.0,,,No,0.0,20.0,None,,32.5,,,DSL,,No,Yes,No,Yes,Yes,,No,Yes,,,Bank Withdrawal,68.7,1416.2,0.0,0.0,650.0,2066.2
1264-FUHCX,Male,20.0,No,0.0,,4.0,No,,11.0,Offer D,Yes,8.48,No,Yes,Fiber Optic,52.0,,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.5,795.65,0.0,0.0,93.28,888.93
5027-YOCXN,,67.0,Yes,0.0,,3.0,Yes,1.0,72.0,None,Yes,17.71,Yes,Yes,Fiber Optic,4.0,Yes,Yes,Yes,No,Yes,Yes,,Yes,Two Year,Yes,Bank Withdrawal,109.55,7920.7,0.0,0.0,1275.12,9195.82
1452-UZOSF,Female,67.0,Yes,,92109.0,3.0,Yes,1.0,28.0,Offer C,Yes,16.43,,Yes,Fiber Optic,20.0,No,No,No,Yes,Yes,Yes,,Yes,Month-to-Month,Yes,Credit Card,101.3,2812.2,0.0,0.0,460.04,3272.24
4903-CNOZC,,,,,92253.0,3.0,,0.0,72.0,,,30.44,No,No,None,0.0,,No,No,No,No,No,,No,Two Year,Yes,,19.8,,0.0,0.0,2191.6800000000003,
1399-OUPJN,Male,45.0,Yes,2.0,94305.0,5.0,Yes,,57.0,None,Yes,41.56,No,No,None,0.0,No,,No,No,,,No,No,One Year,No,Credit Card,,1061.6,0.0,0.0,2368.92,3430.52
4524-QCSSM,Female,,Yes,0.0,95124.0,,Yes,3.0,62.0,Offer B,Yes,42.68,Yes,Yes,Fiber Optic,51.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,,113.95,6891.4,0.0,0.0,2646.16,9537.56
5981-ITEMU,Male,55.0,No,0.0,95675.0,,No,0.0,32.0,Offer C,Yes,41.52,No,No,,0.0,No,No,No,No,No,No,No,,One Year,No,Credit Card,19.8,607.7,0.0,0.0,1328.64,1936.34
1576-PFZIW,Male,50.0,No,3.0,96088.0,3.0,No,0.0,23.0,Offer D,Yes,1.2,No,No,None,0.0,No,No,,,No,No,No,No,One Year,No,Credit Card,19.8,465.45,0.0,0.0,27.6,493.05
8313-AFGBW,Male,51.0,Yes,0.0,95428.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6386-SZZKH,Female,45.0,No,0.0,,4.0,No,0.0,,None,Yes,18.57,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,,,383.65,0.0,0.0,352.83,736.48
7777-UNYHB,,,No,0.0,93901.0,1.0,No,0.0,6.0,,,6.32,Yes,Yes,Fiber Optic,,No,No,No,No,No,No,,Yes,Month-to-Month,Yes,,74.9,469.8,0.0,0.0,37.92,507.72
7895-VONWT,Male,26.0,Yes,3.0,92332.0,5.0,Yes,4.0,8.0,None,Yes,22.14,No,Yes,Fiber Optic,82.0,,No,Yes,No,Yes,Yes,Yes,,Month-to-Month,Yes,Bank Withdrawal,94.75,759.55,0.0,0.0,177.12,936.67
0278-YXOOG,Female,25.0,,0.0,90255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518-OMDIK,Female,48.0,Yes,1.0,95461.0,3.0,No,0.0,12.0,Offer D,Yes,8.25,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.4,198.1,,0.0,99.0,297.1
5442-XSDCW,Female,44.0,No,0.0,,,No,,32.0,,Yes,14.21,Yes,Yes,,28.0,No,Yes,Yes,No,,Yes,Yes,Yes,,Yes,,104.05,3416.85,0.0,0.0,454.72,3871.57
2863-IMQDR,Male,55.0,Yes,0.0,93621.0,,Yes,5.0,50.0,Offer B,,1.87,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.8,1013.2,0.0,0.0,93.5,
9780-FKVVF,Female,55.0,Yes,3.0,91792.0,,Yes,1.0,6.0,Offer E,Yes,14.51,No,Yes,Cable,20.0,Yes,Yes,No,No,No,,No,No,Month-to-Month,No,Credit Card,55.9,365.35,0.0,30.0,,
1895-QTKDO,Male,21.0,Yes,0.0,95249.0,3.0,,1.0,1.0,Offer E,Yes,,No,,None,0.0,No,No,No,No,No,No,No,No,One Year,No,,19.65,19.65,,0.0,23.41,43.06
3473-XIIIT,,,,,93285.0,,No,0.0,,None,Yes,,,,None,,No,No,No,,No,No,,No,Month-to-Month,Yes,Bank Withdrawal,20.05,85.5,,,109.48,
4815-GBTCD,Male,45.0,Yes,0.0,94576.0,3.0,Yes,3.0,70.0,Offer A,Yes,1.07,No,Yes,Fiber Optic,21.0,Yes,Yes,,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,84.6,5706.2,0.0,0.0,74.9,5781.099999999999
3884-UEBXB,Male,64.0,,3.0,,4.0,No,0.0,66.0,Offer A,,,Yes,,None,,No,No,No,No,,,,No,Two Year,Yes,Credit Card,25.3,1673.8,0.0,0.0,1571.4599999999998,3245.26
2325-WINES,Male,22.0,Yes,0.0,91030.0,3.0,,5.0,3.0,None,No,0.0,No,Yes,DSL,41.0,No,No,,Yes,No,No,No,,Month-to-Month,Yes,Bank Withdrawal,29.9,92.25,0.0,0.0,0.0,92.25
0208-BPQEJ,Male,39.0,Yes,0.0,95252.0,5.0,Yes,10.0,39.0,Offer C,Yes,36.39,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.45,790.0,,0.0,1419.21,2209.21
1976-CFOCS,Male,,Yes,0.0,,2.0,Yes,,,Offer D,Yes,17.57,Yes,Yes,Cable,14.0,Yes,,No,Yes,Yes,No,No,No,One Year,No,Mailed Check,,1625.0,18.39,80.0,368.97,2055.58
8149-AIQCG,Male,78.0,Yes,0.0,92648.0,1.0,Yes,1.0,16.0,None,Yes,45.9,No,Yes,Fiber Optic,5.0,No,No,,No,No,No,No,Yes,,Yes,Bank Withdrawal,71.8,1167.8,0.0,0.0,734.4,1902.2
8547-NSBBO,,51.0,Yes,0.0,91910.0,4.0,Yes,2.0,23.0,Offer D,Yes,16.63,No,Yes,Fiber Optic,22.0,No,Yes,Yes,,,No,No,,One Year,No,Credit Card,86.8,1940.8,,90.0,382.49,
0089-IIQKO,Male,60.0,No,0.0,93622.0,3.0,,0.0,6.0,Offer E,,20.11,No,Yes,DSL,5.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,59.15,336.7,0.0,0.0,,457.36
3466-RITXD,,,No,0.0,95947.0,4.0,,,45.0,Offer B,Yes,34.12,Yes,Yes,Fiber Optic,15.0,No,No,Yes,No,Yes,Yes,,Yes,One Year,Yes,Bank Withdrawal,,4735.35,0.0,0.0,,6270.75
5227-JSCFE,Female,72.0,,0.0,93518.0,3.0,No,0.0,34.0,None,No,0.0,No,Yes,,28.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,56.25,,0.0,0.0,0.0,1765.95
7994-XIRTR,,45.0,Yes,0.0,93501.0,2.0,Yes,1.0,,Offer D,Yes,42.65,Yes,Yes,Fiber Optic,3.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,104.4,2157.95,0.0,0.0,895.65,3053.6
6614-FHDBO,Female,20.0,,0.0,92359.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5924-SNGKP,Male,78.0,No,0.0,,3.0,No,0.0,35.0,None,Yes,26.19,Yes,Yes,Fiber Optic,19.0,Yes,No,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,,3180.5,0.0,40.0,916.65,4137.15
4634-JLRJT,Male,30.0,Yes,0.0,94547.0,3.0,Yes,1.0,,Offer B,Yes,47.17,Yes,Yes,Fiber Optic,,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,93.85,4733.1,0.0,,2311.33,7074.43
4890-VMUAV,Male,45.0,,,93270.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4816-OKWNX,,67.0,No,0.0,95037.0,,No,0.0,1.0,,No,0.0,No,Yes,Cable,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.1,25.1,,0.0,0.0,25.1
2672-DZUOY,,,,,95334.0,3.0,No,0.0,12.0,Offer D,,17.14,No,,,48.0,,Yes,No,No,No,No,No,No,,Yes,Bank Withdrawal,49.4,611.65,0.0,90.0,,907.33
9494-MRNYX,Male,54.0,Yes,3.0,93647.0,3.0,Yes,3.0,26.0,None,Yes,24.17,No,Yes,Fiber Optic,75.0,No,No,,,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,78.95,2034.25,0.0,0.0,628.4200000000001,2662.67
0327-WFZSY,Female,41.0,No,0.0,93110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4786-UKSNZ,Male,41.0,Yes,0.0,92308.0,,Yes,1.0,,,Yes,16.61,,Yes,Fiber Optic,3.0,No,No,No,No,,No,No,Yes,Month-to-Month,,Bank Withdrawal,80.85,1400.85,0.0,0.0,282.37,1683.2199999999998
3082-YVEKW,Male,59.0,Yes,0.0,94595.0,3.0,Yes,8.0,16.0,None,Yes,46.0,No,Yes,Fiber Optic,30.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.75,1321.3,0.0,0.0,736.0,2057.3
8125-QPFJD,,63.0,Yes,2.0,95116.0,4.0,Yes,1.0,59.0,None,Yes,,No,Yes,DSL,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,76.75,4541.9,0.0,0.0,940.46,5482.36
4451-RWASJ,,,,,92007.0,3.0,Yes,6.0,51.0,None,Yes,26.73,Yes,Yes,Fiber Optic,41.0,Yes,Yes,No,,Yes,,Yes,Yes,,No,,,5686.4,20.28,0.0,1363.23,7029.35
2810-FTLEM,Female,63.0,Yes,1.0,92124.0,3.0,Yes,1.0,72.0,Offer A,Yes,31.83,Yes,Yes,Fiber Optic,14.0,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,,Bank Withdrawal,,8477.7,,,2291.76,10769.46
6345-ULYRW,Male,47.0,Yes,0.0,95060.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9173-IVZVP,Male,60.0,Yes,,95322.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4891-NLUBA,Female,58.0,No,0.0,93212.0,4.0,No,0.0,48.0,None,Yes,13.03,No,Yes,DSL,5.0,,Yes,No,No,No,No,No,,Two Year,No,Credit Card,55.5,2627.35,0.0,0.0,625.4399999999999,3252.79
3387-PLKUI,Female,68.0,No,0.0,,1.0,No,0.0,3.0,None,,23.82,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,,No,,Month-to-Month,Yes,Credit Card,75.05,256.25,,0.0,71.46000000000001,327.71000000000004
3259-QMXUN,,48.0,No,0.0,95255.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0130-SXOUN,Female,25.0,No,0.0,92173.0,2.0,No,0.0,13.0,Offer D,Yes,6.03,Yes,Yes,Fiber Optic,48.0,No,No,No,No,No,No,,,Month-to-Month,Yes,Mailed Check,,999.45,,,78.39,1077.84
2931-FSOHN,,,,,,4.0,No,0.0,7.0,Offer E,Yes,31.84,No,Yes,,58.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,,64.3,445.95,0.0,0.0,222.88,
1855-AGAWH,Female,62.0,Yes,2.0,92284.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5095-AESKG,Female,48.0,,1.0,92653.0,4.0,,4.0,12.0,None,No,0.0,No,Yes,DSL,22.0,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,30.25,368.85,0.0,0.0,0.0,368.85
5003-OKNNK,Female,40.0,No,0.0,,3.0,No,0.0,11.0,None,Yes,48.92,No,No,None,0.0,No,No,No,No,,No,No,No,Month-to-Month,,Bank Withdrawal,20.3,246.3,0.0,0.0,538.12,784.4200000000001
9488-HGMJH,Male,21.0,Yes,0.0,,,Yes,1.0,,None,Yes,20.93,Yes,,Fiber Optic,85.0,No,No,,No,Yes,,Yes,No,One Year,Yes,Credit Card,95.2,4563.0,0.0,80.0,,5626.71
4973-MGTON,Female,24.0,,0.0,93560.0,4.0,Yes,5.0,72.0,Offer A,,41.21,Yes,Yes,Fiber Optic,73.0,Yes,Yes,Yes,No,Yes,Yes,Yes,,Two Year,Yes,Credit Card,110.65,8065.65,,0.0,2967.12,
2228-BZDEE,Male,34.0,Yes,0.0,94928.0,1.0,Yes,3.0,6.0,None,Yes,,Yes,Yes,Fiber Optic,28.0,,No,No,No,Yes,No,,Yes,Month-to-Month,,Bank Withdrawal,82.85,460.25,48.95,0.0,,
8847-GEOOQ,,34.0,No,0.0,95511.0,5.0,No,,51.0,,Yes,,,Yes,Fiber Optic,2.0,No,Yes,Yes,No,,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.0,5038.15,0.0,0.0,2158.83,7196.98
5124-EOGYE,Male,20.0,No,0.0,95401.0,,No,0.0,,Offer E,Yes,29.98,Yes,Yes,Fiber Optic,71.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,,72.2,305.55,0.0,0.0,,425.47
0541-FITGH,Male,55.0,No,3.0,92028.0,4.0,No,0.0,33.0,Offer C,Yes,10.36,,Yes,Fiber Optic,53.0,Yes,No,Yes,No,,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.3,3275.15,0.0,0.0,341.88,3617.03
8779-QRDMV,Female,30.0,No,,92886.0,3.0,,0.0,3.0,,,40.67,No,Yes,Fiber Optic,58.0,No,No,Yes,,No,No,,Yes,Month-to-Month,No,Credit Card,80.1,217.55,0.0,0.0,122.01,339.56
2749-CTKAJ,Male,64.0,No,,95442.0,,No,0.0,26.0,Offer C,Yes,37.7,No,No,None,,No,No,No,No,No,,No,No,,Yes,Bank Withdrawal,,,21.25,0.0,980.2,1430.8000000000002
0409-WTMPL,Male,38.0,No,0.0,93618.0,1.0,No,,1.0,Offer E,Yes,,,No,None,0.0,No,No,No,,No,No,No,No,Month-to-Month,Yes,Credit Card,20.2,,0.0,0.0,45.49,65.69
